trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,which_image,thisRow.t,notes,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.020338799999080948,,,,,,,,
