which_image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,image_3.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cat1.jpg,0,0,0,0,0.08957060000102501,,0.026886300000114716,0.08957060000102501,1.0044679000002361,195419,001,2024-07-18_15h14.42.006,variables,2024.1.5,None,2024-07-18 15h14.47.871369 +0100,
cat1.jpg,1,0,1,0,1.0503072000010434,,1.0048146000008273,1.0503072000010434,2.0041565999999875,195419,001,2024-07-18_15h14.42.006,variables,2024.1.5,None,2024-07-18 15h14.47.871369 +0100,
cat1.jpg,2,0,2,0,2.048500700000659,,2.0046169000015652,2.048500700000659,3.003798600000664,195419,001,2024-07-18_15h14.42.006,variables,2024.1.5,None,2024-07-18 15h14.47.871369 +0100,
,,,,,,,3.004262000000381,,,,,,,,,,
