which_image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,image_3.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cat1.jpg,0,0,0,0,0.19595289999961096,,0.02081749999888416,0.19595289999961096,0.19595289999961096,1.016068400000222,697363,001,2024-07-18_15h15.57.197,variables,2024.1.5,None,2024-07-18 15h16.03.571749 +0100,
cat1.jpg,1,0,1,0,1.044827300000179,,1.0164346999990812,1.044827300000179,1.044827300000179,2.0168585999999777,697363,001,2024-07-18_15h15.57.197,variables,2024.1.5,None,2024-07-18 15h16.03.571749 +0100,
cat1.jpg,2,0,2,0,2.04327849999936,,2.0173347999989346,2.04327849999936,2.04327849999936,3.0143723000001046,697363,001,2024-07-18_15h15.57.197,variables,2024.1.5,None,2024-07-18 15h16.03.571749 +0100,
,,,,,,,3.0147801999992225,,,,,,,,,,,
