trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,which_image,thisRow.t,notes,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.01964880000014091,,,,,,,,
